'o	0	0	3	0.333333	0	0	9	0.888889	1	111	92
bje	0	0	3	0.666667	0	0	9	0.888889	0	101	97
ma	0	0	3	1	0	0	9	0.888889	0	97	76
mÌs	0	0	2	0.5	0	1	9	1	1	237	82
ti	0	0	2	1	0	1	9	1	0	105	114
do	0	0	2	0.5	1	0	6	0.166667	1	111	118
kut	0	0	2	1	1	0	6	0.166667	0	117	112
ne	0	0	3	0.333333	0	0	6	0.333333	1	101	97
bu	0	0	3	0.666667	0	0	6	0.333333	0	117	130
dO	0	0	3	1	0	0	6	0.333333	0	79	97
'oc	0	0	4	0.25	0	0	6	0.5	1	111	101
tra	0	0	4	0.5	0	0	6	0.5	0	97	109
Úe	0	0	4	0.75	0	0	6	0.5	0	101	109
ni	0	0	4	1	0	0	6	0.5	0	105	109
n·	0	0	3	0.333333	0	0	6	0.666667	1	225	89
slet	0	0	3	0.666667	0	0	6	0.666667	0	101	94
ki	0	0	3	1	0	0	6	0.666667	0	105	103
prut	0	0	3	0.333333	0	0	6	0.833333	1	117	84
